,retail_name,retail_state,snap,wic,alcohol,pharmacy,any_tob_sld,str_typ,year,can_surveyD,storelistmatch,c_any_str_typ,c_any_tob_sld,retail_st_geo,str_typ1,Convenience store with or without gas,Drug store or pharmacy ,"Beer, wine, liquor store",Mass merchandiser,Grocery store ,Other store type not listed,Tobacco Hookah ECig
9099,on the rocks,MN,,,,,1.0,"Beer, wine, liquor store",2013.0,,0,1,1.0,Minnesota,"Beer,",0.009176860947278395,0.0039278105471882195,0.024325823073529224,0.0077276715491486105,0.007443958918436404,0.014718566789853338,0.010241887993445054
9100,park lane liquor,MN,,,,,1.0,"Beer, wine, liquor store",2013.0,,0,1,1.0,Minnesota,"Beer,",0.007878699361071129,0.00445229655951955,0.022026247918534494,0.0,0.003173816628575517,0.011264381671037896,0.0057270801910626066
9101,pure pleasure,MN,,,,,1.0,Other store type not listed,2013.0,,0,1,1.0,Minnesota,Other,0.0014652856632902363,0.0,0.0,0.0,0.0,0.011771342182220944,0.010574493823684928
9102,riverfront liquor,MN,,,,,1.0,"Beer, wine, liquor store",2013.0,,0,1,1.0,Minnesota,"Beer,",0.005132883361319681,0.0089045931190391,0.025420603639781426,0.0,0.006347633257151034,0.006079404934758983,0.007079432224135939
9103,rush liquor,MN,,,,,1.0,"Beer, wine, liquor store",2013.0,,0,1,1.0,Minnesota,"Beer,",0.005572606742858779,0.0089045931190391,0.026451315834628637,0.0,0.009020791802113515,0.008755653391097176,0.007079432224135939
9104,shell on 3rd avenue,MN,,,,,1.0,Convenience store with or without gas,2013.0,,0,1,1.0,Minnesota,Convenience,0.013033455148831271,0.003371847483734193,0.009517426566423846,0.0017069106000485437,0.0017134107316563807,0.004092239245447146,0.003960678277150919
9105,shell on 3rd avenue,MN,,,,,1.0,Convenience store with or without gas,2013.0,,0,1,1.0,Minnesota,Convenience,0.013033455148831271,0.003371847483734193,0.009517426566423846,0.0017069106000485437,0.0017134107316563807,0.004092239245447146,0.003960678277150919
9106,smokers choice,MN,,,,,1.0,Tobacco Hookah ECig,2013.0,,0,1,1.0,Minnesota,Tobacco,0.004135082457199479,0.0,0.005815336735083422,0.0,0.0056099233720164265,0.004531282528326919,0.03903394250069416
9107,smokes4less,MN,,,,,1.0,Tobacco Hookah ECig,2013.0,,0,1,1.0,Minnesota,Tobacco,0.0,0.0,0.0,0.0,0.0,0.0,0.021304823186454384
9108,stadium spirits,MN,,,,,1.0,"Beer, wine, liquor store",2013.0,,0,1,1.0,Minnesota,"Beer,",0.005145645259251932,0.0,0.022782771212602915,0.0,0.003964693982536048,0.008002313774010526,0.006488376245358292
9109,the lakes sports bar and grill,MN,,,,,1.0,"Beer, wine, liquor store",2013.0,,0,1,1.0,Minnesota,"Beer,",0.006433576389347805,0.003142248437750576,0.026784939724130596,0.004620828212774159,0.0062956315949718065,0.021676555782305533,0.008837371315810869
9110,"the market of madison lake, llc.",MN,,,,,1.0,Convenience store with or without gas,2013.0,,0,1,1.0,Minnesota,Convenience,0.008325045386737586,0.005089616410607693,0.007194907657700649,0.008547510353900344,0.008726756799803078,0.006752720369009994,0.005489274078845272
9111,thunder restaurant,MN,,,,,1.0,"Beer, wine, liquor store",2013.0,,0,1,1.0,Minnesota,"Beer,",0.003868227104297687,0.0,0.013907843895503707,0.0,0.0026731585449624802,0.0074714419699891165,0.0
9112,walmart ,MN,,,,,1.0,Mass merchandiser,2013.0,,0,1,1.0,Minnesota,Mass,0.009333305694972073,0.0,0.007836377482272248,0.10758367749654936,0.03219847068722135,0.011907830349917778,0.0
9113,walgreens,MN,,,,,1.0,Drug store or pharmacy ,2013.0,,0,1,1.0,Minnesota,Drug,0.011359716211259703,0.12948725601933744,0.0132681404399127,0.05374033212035571,0.016763327493412982,0.0,0.0
9114,walgreens ,MN,,,,,1.0,Drug store or pharmacy ,2013.0,,0,1,1.0,Minnesota,Drug,0.011359716211259703,0.12948725601933744,0.0132681404399127,0.05374033212035571,0.016763327493412982,0.0,0.0
9115,weggy's,MN,,,,,1.0,"Beer, wine, liquor store",2013.0,,0,1,1.0,Minnesota,"Beer,",0.0,0.0,0.01452214315754823,0.0,0.0,0.0,0.0
9116,wine cafe,MN,,,,,1.0,"Beer, wine, liquor store",2013.0,,0,1,1.0,Minnesota,"Beer,",0.00524659236567539,0.0,0.02504117486751874,0.0,0.012798633510876933,0.015075884784511662,0.019144343140433725
9117,amoco handi mart,MN,,,,,1.0,Convenience store with or without gas,2013.0,,0,1,1.0,Minnesota,Convenience,0.014146197523804157,0.009024994045759344,0.00554375580083914,0.010754368603254523,0.004569227431235365,0.005030570513203798,0.003122733199185852
9118,ampride,MN,,,,,1.0,Convenience store with or without gas,2013.0,,0,1,1.0,Minnesota,Convenience,0.019401501717954232,0.0,0.0,0.0,0.0,0.0,0.017684832887995536
9119,b  l bar,MN,,,,,1.0,"Beer, wine, liquor store",2013.0,,0,1,1.0,Minnesota,"Beer,",0.006461925728755177,0.0,0.04542325376015107,0.0,0.0,0.0378440699020687,0.03131816740452664
9120,casey's genreal store,MN,,,,,1.0,Convenience store with or without gas,2013.0,,0,1,1.0,Minnesota,Convenience,0.015148021226957806,0.01035974000451218,0.006897813157330305,0.01653173128162664,0.008269254217167055,0.0077512653145688825,0.0054149140354754375
9121,casey's genreal store ,MN,,,,,1.0,Convenience store with or without gas,2013.0,,0,1,1.0,Minnesota,Convenience,0.015148021226957806,0.01035974000451218,0.006897813157330305,0.01653173128162664,0.008269254217167055,0.0077512653145688825,0.0054149140354754375
9122,cash wise foods,MN,,,,,1.0,Grocery store ,2013.0,,0,1,1.0,Minnesota,Grocery,0.005879300716983814,0.0039278105471882195,0.021174600988662667,0.004740243963547159,0.03259954065362513,0.007168648050945264,0.00388284126819047
9123,cash wise liquor,MN,,,,,1.0,"Beer, wine, liquor store",2013.0,,0,1,1.0,Minnesota,"Beer,",0.004217758361440571,0.00445229655951955,0.04245728375239946,0.0,0.018002276033034895,0.006232860767537314,0.0035397161120679695
9124,clay's drivein liquor,MN,,,,,1.0,"Beer, wine, liquor store",2013.0,,0,1,1.0,Minnesota,"Beer,",0.0017093157499701932,0.00445229655951955,0.02373795379133525,0.0,0.003173816628575517,0.0030397024673794915,0.0035397161120679695
9125,expressway,MN,,,,,1.0,Convenience store with or without gas,2013.0,,0,1,1.0,Minnesota,Convenience,0.019808245097198276,0.0,0.0,0.0,0.0,0.0,0.0
9126,farmers coop oil co.,MN,,,,,1.0,Convenience store with or without gas,2013.0,,0,1,1.0,Minnesota,Convenience,0.015033558226341441,0.004771063312628123,0.004151202773794161,0.0,0.0033003271484170304,0.0029102118034032643,0.005204642112379165
9127,freedom valu center,MN,,,,,1.0,Convenience store with or without gas,2013.0,,0,1,1.0,Minnesota,Convenience,0.018400133839247736,0.0,0.007292427013526351,0.016661279138507443,0.009532746791935706,0.014482516780469246,0.0
9128,freedom valu center ,MN,,,,,1.0,Convenience store with or without gas,2013.0,,0,1,1.0,Minnesota,Convenience,0.018400133839247736,0.0,0.007292427013526351,0.016661279138507443,0.009532746791935706,0.014482516780469246,0.0
9129,hanska municipal liquor,MN,,,,,1.0,"Beer, wine, liquor store",2013.0,,0,1,1.0,Minnesota,"Beer,",0.0017093157499701932,0.012975290633272407,0.03060321663528125,0.0,0.003173816628575517,0.004580951222884925,0.0035397161120679695
9130,holiday station store,MN,,,,,1.0,Convenience store with or without gas,2013.0,,0,1,1.0,Minnesota,Convenience,0.02506125843098811,0.016334142328979475,0.00761818290273534,0.01653173128162664,0.009159381848605824,0.011102881250822498,0.008659102158154583
9131,hyvee foods,MN,,,,,1.0,Grocery store ,2013.0,,0,1,1.0,Minnesota,Grocery,0.013283424882043164,0.02344545302397581,0.017579113779850088,0.02697850590874264,0.03663017829643877,0.007950979501574884,0.00776568253638094
9132,hyvee wine  spirits,MN,,,,,1.0,"Beer, wine, liquor store",2013.0,,0,1,1.0,Minnesota,"Beer,",0.006280367800498423,0.007794915964799684,0.03978460326600624,0.004924610008037373,0.014441298794010122,0.00573229524970555,0.006488376245358292
9133,kwik trip ,MN,,,,,1.0,Convenience store with or without gas,2013.0,,0,1,1.0,Minnesota,Convenience,0.023449552497148685,0.005974402324467293,0.008916470916849483,0.0,0.0023416121339344368,0.024922013051232917,0.0
9134,lamplighter sports bar  grill,MN,,,,,1.0,"Beer, wine, liquor store",2013.0,,0,1,1.0,Minnesota,"Beer,",0.0033297122639067626,0.0,0.028603206137217143,0.0,0.0008910528483208268,0.01777867585702586,0.004938039097610497
9135,liquor lodge,MN,,,,,1.0,"Beer, wine, liquor store",2013.0,,0,1,1.0,Minnesota,"Beer,",0.004883917163230622,0.0089045931190391,0.03057305924590879,0.0,0.006347633257151034,0.018958245467675935,0.007079432224135939
9136,liquor mart,MN,,,,,1.0,"Beer, wine, liquor store",2013.0,,0,1,1.0,Minnesota,"Beer,",0.01020215445395956,0.026954581210557788,0.03772867086686036,0.021508737206509046,0.015486088119621764,0.013058048450155714,0.013324898622507644
9137,ma ma g's,MN,,,,,1.0,"Beer, wine, liquor store",2013.0,,0,1,1.0,Minnesota,"Beer,",0.004838022166920155,0.0,0.016972158605500196,0.0,0.0,0.0015412487555054326,0.0
9138,meyer bar and lounge,MN,,,,,1.0,"Beer, wine, liquor store",2013.0,,0,1,1.0,Minnesota,"Beer,",0.0034889463348898387,0.0026185403647921465,0.026029820138481787,0.0025495993218578586,0.00277833164775203,0.015239643051160653,0.012629439338730683
9139,new ulm quick mart,MN,,,,,1.0,Convenience store with or without gas,2013.0,,0,1,1.0,Minnesota,Convenience,0.012460771267026747,0.0060166626971728965,0.004823020070645676,0.007169579068836349,0.0055752498023341245,0.005838289225465595,0.006713633763381913
9140,outlaws bar  grill,MN,,,,,1.0,"Beer, wine, liquor store",2013.0,,0,1,1.0,Minnesota,"Beer,",0.00303577800865967,0.0,0.02861090259619645,0.0,0.0013365792724812401,0.016307986551989607,0.008167166715420364
9141,p  k assoc. with phillips 66,MN,,,,,1.0,Convenience store with or without gas,2013.0,,0,1,1.0,Minnesota,Convenience,0.011256406546987934,0.0,0.0,0.0,0.0,0.0012020812114961082,0.0
9142,pub and patio,MN,,,,,1.0,"Beer, wine, liquor store",2013.0,,0,1,1.0,Minnesota,"Beer,",0.0035203456422870046,0.0039278105471882195,0.021151475417247753,0.003824398982786788,0.004167497471628046,0.014251939542630649,0.005613608627675103
9143,redwood co. vfw post 2553,MN,,,,,1.0,"Beer, wine, liquor store",2013.0,,0,1,1.0,Minnesota,"Beer,",0.002060072405196314,0.0035782974844710924,0.01728325420972384,0.0,0.0006682896362406201,0.008254911523513285,0.0018517646616039365
9144,river region,MN,,,,,1.0,Convenience store with or without gas,2013.0,,0,1,1.0,Minnesota,Convenience,0.011816132417703325,0.0,0.007781275981208623,0.0,0.0056099233720164265,0.0078839874889203,0.0
9145,tersteeg's,MN,,,,,1.0,Other store type not listed,2013.0,,0,1,1.0,Minnesota,Other,0.0,0.0,0.0,0.0,0.0,0.013033267006815117,0.0
9146,walmart ,MN,,,,,1.0,Mass merchandiser,2013.0,,0,1,1.0,Minnesota,Mass,0.009333305694972073,0.0,0.007836377482272248,0.10758367749654936,0.03219847068722135,0.011907830349917778,0.0
9147,walmart stores inc.,MN,,,,,1.0,Mass merchandiser,2013.0,,0,1,1.0,Minnesota,Mass,0.008320725744968465,0.018961779364478504,0.01090741483778721,0.06859883752794126,0.01859586520343161,0.009976881398460717,0.009297755303665908
9148,walgreen's co. ,MN,,,,,1.0,Drug store or pharmacy ,2013.0,,0,1,1.0,Minnesota,Drug,0.00810928091680421,0.06854719443403527,0.00740468746913173,0.017913444040118572,0.005587775831137661,0.0,0.007407058646415746
9149,western prairie sales,MN,,,,,1.0,Convenience store with or without gas,2013.0,,0,1,1.0,Minnesota,Convenience,0.00972484251909038,0.0029872011622336463,0.0066925856385502335,0.0029085540020264166,0.0,0.004263029948743993,0.002519401482776044
9150,b  b market,MN,0.0,1.0,0.0,0.0,,Convenience store with or without gas,2016.0,1.0,0,1,1.0,Minnesota,Convenience,0.017564221786763323,0.029210519592856758,0.02332758013545496,0.039924476407429015,0.03687259474455722,0.02366127960958852,0.018736399195115112
9151,barnum little store,MN,,,,,1.0,Convenience store with or without gas,2013.0,,0,1,1.0,Minnesota,Convenience,0.015558895334568605,0.014954923531076816,0.007931286588875265,0.01653173128162664,0.012787062412049327,0.005896231242580158,0.0054149140354754375
9152,barnum little store,MN,0.0,1.0,0.0,0.0,,Convenience store with or without gas,2016.0,1.0,0,1,1.0,Minnesota,Convenience,0.015558895334568605,0.014954923531076816,0.007931286588875265,0.01653173128162664,0.012787062412049327,0.005896231242580158,0.0054149140354754375
9153,barnum municipal liquor store,MN,0.0,0.0,1.0,0.0,,Drug store or pharmacy ,2016.0,1.0,0,1,,Minnesota,Drug,0.004927311342663529,0.03133809290798597,0.02909156083928764,0.011021154187751092,0.007011083127618226,0.006092705491530657,0.005969753431695604
9154,benjamin line,MN,,,,,1.0,Convenience store with or without gas,2014.0,,0,1,1.0,Minnesota,Convenience,0.009109187247263601,0.0,0.007207959990195945,0.0,0.0,0.003082497511010865,0.0
9155,bj's express,MN,,,,,1.0,Convenience store with or without gas,2013.0,,0,1,1.0,Minnesota,Convenience,0.00963142528568009,0.007855621094376439,0.009097851670165224,0.011788144365167232,0.004745186416139256,0.008165098547732619,0.005038802965552088
9156,bricks pub  grub inc.,MN,0.0,0.0,1.0,0.0,,"Beer, wine, liquor store",2016.0,1.0,0,1,,Minnesota,"Beer,",0.0021139000822012707,0.005734692906644216,0.018735375615184763,0.004814490853363292,0.0030777843753823277,0.006228047525673436,0.0025885608454603135
9157,carlton little store,MN,,,,,1.0,Convenience store with or without gas,2013.0,,0,1,1.0,Minnesota,Convenience,0.014370666490083908,0.01035974000451218,0.009648602366810241,0.01653173128162664,0.017928611670995378,0.005896231242580158,0.0054149140354754375
9158,carlton little store,MN,0.0,1.0,0.0,0.0,,Grocery store ,2016.0,1.0,0,1,1.0,Minnesota,Grocery,0.014370666490083908,0.01035974000451218,0.009648602366810241,0.01653173128162664,0.017928611670995378,0.005896231242580158,0.0054149140354754375
9159,carlton self serv,MN,0.0,1.0,0.0,0.0,,Convenience store with or without gas,2016.0,1.0,0,1,1.0,Minnesota,Convenience,0.015267025120737158,0.0,0.0017173157779349745,0.0,0.003340509268821379,0.0,0.0
9160,carlton self serv,MN,,,,,1.0,Convenience store with or without gas,2013.0,,0,1,1.0,Minnesota,Convenience,0.015267025120737158,0.0,0.0017173157779349745,0.0,0.003340509268821379,0.0,0.0
9161,carlton travel center,MN,,,,,1.0,Convenience store with or without gas,2013.0,,0,1,1.0,Minnesota,Convenience,0.01739133887951997,0.0,0.006268823110971558,0.006103927170907449,0.006730808398562933,0.012096555059872052,0.0
9162,carlton travel center,MN,0.0,1.0,0.0,0.0,,Convenience store with or without gas,2016.0,1.0,0,1,1.0,Minnesota,Convenience,0.01739133887951997,0.0,0.006268823110971558,0.006103927170907449,0.006730808398562933,0.012096555059872052,0.0
9163,carlton vfw,MN,,,,,1.0,"Beer, wine, liquor store",2013.0,,0,1,1.0,Minnesota,"Beer,",0.004090725125614629,0.0,0.020112627606586383,0.0,0.0030789385573934147,0.01110521645746182,0.0
9164,christopher mckinney,MN,,,,,1.0,Convenience store with or without gas,2014.0,,0,1,1.0,Minnesota,Convenience,0.013001847562602002,0.0,0.0,0.0,0.0,0.0,0.0
9165,christopher mckinney,MN,,,,,1.0,Convenience store with or without gas,2014.0,,0,1,1.0,Minnesota,Convenience,0.013001847562602002,0.0,0.0,0.0,0.0,0.0,0.0
9166,cloquet super one foods,MN,0.0,1.0,0.0,1.0,,Grocery store ,2016.0,1.0,0,1,1.0,Minnesota,Grocery,0.006817003546873001,0.0026185403647921465,0.008806665885950185,0.006742306203284504,0.03573681774872132,0.004596468669295601,0.01327676772582905
9167,cloquet super one foods,MN,,,,,1.0,Grocery store ,2014.0,,0,1,1.0,Minnesota,Grocery,0.006817003546873001,0.0026185403647921465,0.008806665885950185,0.006742306203284504,0.03573681774872132,0.004596468669295601,0.01327676772582905
9168,cloquet super one foods,MN,,,,,1.0,Grocery store ,2013.0,,0,1,1.0,Minnesota,Grocery,0.006817003546873001,0.0026185403647921465,0.008806665885950185,0.006742306203284504,0.03573681774872132,0.004596468669295601,0.01327676772582905
9169,cold one liquor,MN,0.0,0.0,1.0,0.0,,"Beer, wine, liquor store",2016.0,1.0,0,1,1.0,Minnesota,"Beer,",0.008757951114320487,0.00445229655951955,0.023563302825452975,0.0,0.008720708960947949,0.004211861872326567,0.007560803669709587
9170,cold one liquor,MN,,,,,1.0,Convenience store with or without gas,2013.0,,0,1,1.0,Minnesota,Convenience,0.008757951114320487,0.00445229655951955,0.023563302825452975,0.0,0.008720708960947949,0.004211861872326567,0.007560803669709587
9171,cromwell self serv,MN,,,,,1.0,Convenience store with or without gas,2013.0,,0,1,1.0,Minnesota,Convenience,0.014969964015799498,0.0,0.0,0.0,0.0018010399901246716,0.0,0.0
9172,cromwell self serv,MN,0.0,1.0,0.0,0.0,,Convenience store with or without gas,2016.0,1.0,0,1,1.0,Minnesota,Convenience,0.014969964015799498,0.0,0.0,0.0,0.0018010399901246716,0.0,0.0
9173,dvr enterprises inc.,MN,,,,,1.0,Convenience store with or without gas,2014.0,,0,1,1.0,Minnesota,Convenience,0.00873619816883157,0.008602039359966325,0.007311176327584137,0.007221736280044938,0.005787482630040711,0.005418774384049657,0.007127029390869617
9174,esko little store,MN,,,,,1.0,Convenience store with or without gas,2013.0,,0,1,1.0,Minnesota,Convenience,0.014424503533102198,0.01035974000451218,0.007931286588875265,0.01653173128162664,0.012787062412049327,0.005896231242580158,0.0054149140354754375
9175,esko self serv,MN,,,,,1.0,Convenience store with or without gas,2013.0,,0,1,1.0,Minnesota,Convenience,0.013538511109395432,0.0,0.0,0.0,0.0018010399901246716,0.0,0.0
9176,freeway little store,MN,,,,,1.0,Convenience store with or without gas,2013.0,,0,1,1.0,Minnesota,Convenience,0.01740902916450299,0.01035974000451218,0.007931286588875265,0.01653173128162664,0.012787062412049327,0.005896231242580158,0.0054149140354754375
9177,freeway little store,MN,,,,,1.0,Convenience store with or without gas,2014.0,,0,1,1.0,Minnesota,Convenience,0.01740902916450299,0.01035974000451218,0.007931286588875265,0.01653173128162664,0.012787062412049327,0.005896231242580158,0.0054149140354754375
9178,freeway little store (ta operating llc),MN,0.0,1.0,0.0,0.0,,Convenience store with or without gas,2016.0,1.0,0,1,1.0,Minnesota,Convenience,0.011253462845166259,0.0041438960018048724,0.0031725146355501064,0.006612692512650656,0.005114824964819731,0.0023584924970320633,0.002165965614190175
9179,gateway bp,MN,,,,,1.0,Convenience store with or without gas,2013.0,,0,1,1.0,Minnesota,Convenience,0.012906012856045167,0.015589831929599368,0.005594099816584913,0.0,0.0023416121339344368,0.013191928315794644,0.004374728157989275
9180,gateway bp bait tackle and hunting,MN,,0.0,0.0,0.0,,Other store type not listed,2016.0,1.0,0,1,1.0,Minnesota,Other,0.006513203239917868,0.004689090604795162,0.003959844291688828,0.0015297595931147152,0.0021353214154381053,0.017025595897449158,0.005003095307376169
9181,gramma polo's bottle shop,MN,,,,,1.0,"Beer, wine, liquor store",2013.0,,0,1,1.0,Minnesota,"Beer,",0.0025304983223219985,0.0015465521219048197,0.024960824500857456,0.0015058344313662521,0.002001884754151388,0.003421211793239539,0.005148134394251968
9182,hawk shop,MN,0.0,0.0,0.0,0.0,,Other store type not listed,2016.0,1.0,0,1,1.0,Minnesota,Other,0.009201260227799908,0.0046396563657144585,0.009121384684769772,0.004517503294098757,0.006005654262454163,0.015131803838801118,0.015444403182755905
9183,holiday ,MN,0.0,1.0,0.0,0.0,,Convenience store with or without gas,2016.0,1.0,0,1,1.0,Minnesota,Convenience,0.021203454325399856,0.017923206973401877,0.0132681404399127,0.0,0.00702483640180331,0.019634322709234313,0.0
9184,holiday stationstore,MN,,,,,1.0,Convenience store with or without gas,2014.0,,0,1,1.0,Minnesota,Convenience,0.02588562833496144,0.005974402324467293,0.012459130794777987,0.0,0.0023416121339344368,0.006544774236411438,0.0
9185,holiday stationstore,MN,,1.0,0.0,0.0,,Convenience store with or without gas,2016.0,1.0,0,1,1.0,Minnesota,Convenience,0.02588562833496144,0.005974402324467293,0.012459130794777987,0.0,0.0023416121339344368,0.006544774236411438,0.0
9186,holiday stationstore,MN,,,,,1.0,Convenience store with or without gas,2013.0,,0,1,1.0,Minnesota,Convenience,0.02588562833496144,0.005974402324467293,0.012459130794777987,0.0,0.0023416121339344368,0.006544774236411438,0.0
9187,holiday stationstore ,MN,,,,,1.0,Convenience store with or without gas,2013.0,,0,1,1.0,Minnesota,Convenience,0.02588562833496144,0.005974402324467293,0.012459130794777987,0.0,0.0023416121339344368,0.006544774236411438,0.0
9188,holiday stationstore ,MN,,,,,1.0,Convenience store with or without gas,2014.0,,0,1,1.0,Minnesota,Convenience,0.02588562833496144,0.005974402324467293,0.012459130794777987,0.0,0.0023416121339344368,0.006544774236411438,0.0
9189,holiday stationstore ,MN,0.0,1.0,0.0,0.0,,Convenience store with or without gas,2016.0,1.0,0,1,1.0,Minnesota,Convenience,0.02588562833496144,0.005974402324467293,0.012459130794777987,0.0,0.0023416121339344368,0.006544774236411438,0.0
9190,hometown foods,MN,,,,,1.0,Grocery store ,2013.0,,0,1,1.0,Minnesota,Grocery,0.010024601702430686,0.007855621094376439,0.006892796126344446,0.025720454280931126,0.03647412735799225,0.01192025628488081,0.011597822069113412
9191,junction ico,MN,,,,,1.0,Convenience store with or without gas,2013.0,,0,1,1.0,Minnesota,Convenience,0.017510814782488414,0.0,0.0,0.0,0.0,0.0036062436344883246,0.0
9192,kwik trip,MN,0.0,1.0,0.0,0.0,,Convenience store with or without gas,2016.0,1.0,0,1,1.0,Minnesota,Convenience,0.023449552497148685,0.005974402324467293,0.008916470916849483,0.0,0.0023416121339344368,0.024922013051232917,0.0
9193,lemon tree liquor,MN,,,,,1.0,Convenience store with or without gas,2014.0,,0,1,1.0,Minnesota,Convenience,0.00964593262126854,0.00445229655951955,0.012007260404900985,0.008025930702046172,0.003173816628575517,0.0030397024673794915,0.006487188260067225
9194,lemon tree liquor,MN,0.0,0.0,1.0,0.0,,Convenience store with or without gas,2016.0,1.0,0,1,1.0,Minnesota,Convenience,0.00964593262126854,0.00445229655951955,0.012007260404900985,0.008025930702046172,0.003173816628575517,0.0030397024673794915,0.006487188260067225
9195,little store too,MN,,,,,1.0,Convenience store with or without gas,2014.0,,0,1,1.0,Minnesota,Convenience,0.014474977086313926,0.01035974000451218,0.007931286588875265,0.01653173128162664,0.012787062412049327,0.00968028484621433,0.0054149140354754375
9196,mark  milissa inc,MN,,,,,1.0,Convenience store with or without gas,2014.0,,0,1,1.0,Minnesota,Convenience,0.00910573732969165,0.00926941233934274,0.007069302944274737,0.008521340989999016,0.008405523861496138,0.004622012992316385,0.0064985322694455505
9197,marketplace foods  johanneson's inc,MN,0.0,1.0,0.0,0.0,,Grocery store ,2016.0,1.0,0,1,1.0,Minnesota,Grocery,0.005212547905371415,0.008798148591020639,0.008237546058121548,0.00884105663569745,0.023605999077250802,0.007242096004844858,0.006920915691757347
9198,murphy usa ,MN,,,,,1.0,Convenience store with or without gas,2014.0,,0,1,1.0,Minnesota,Convenience,0.02657192263147302,0.0,0.0,0.0,0.0030789385573934147,0.010294984779987514,0.0
9199,pj's little store,MN,,,,,1.0,Convenience store with or without gas,2014.0,,0,1,1.0,Minnesota,Convenience,0.015645188231331656,0.01035974000451218,0.007931286588875265,0.01653173128162664,0.015393610480833311,0.008505792227505705,0.0054149140354754375
9200,pj's little store,MN,,,,,1.0,Convenience store with or without gas,2013.0,,0,1,1.0,Minnesota,Convenience,0.015645188231331656,0.01035974000451218,0.007931286588875265,0.01653173128162664,0.015393610480833311,0.008505792227505705,0.0054149140354754375
9201,rendezvous,MN,,,,,1.0,Other store type not listed,2013.0,,0,1,1.0,Minnesota,Other,0.0,0.0,0.01205462597221063,0.0,0.0,0.010818730903464973,0.0
9202,sawyer store,MN,,,,,1.0,Tobacco Hookah ECig,2013.0,,0,1,1.0,Minnesota,Tobacco,0.010617153067767683,0.02071948000902436,0.01081365232549978,0.03306346256325328,0.01201245758074116,0.009116214028822123,0.0226197166629479
9203,ssgholiday,MN,,,,,1.0,Convenience store with or without gas,2014.0,,0,1,1.0,Minnesota,Convenience,0.010489808747217928,0.0,0.0,0.0,0.0,0.0,0.0
9204,ssgholiday,MN,,,,,1.0,Convenience store with or without gas,2013.0,,0,1,1.0,Minnesota,Convenience,0.010489808747217928,0.0,0.0,0.0,0.0,0.0,0.0
9205,sunnyside little store,MN,,,,,1.0,Convenience store with or without gas,2014.0,,0,1,1.0,Minnesota,Convenience,0.01627462957540361,0.01035974000451218,0.007931286588875265,0.01653173128162664,0.012787062412049327,0.005896231242580158,0.0054149140354754375
9206,sunnyside little store,MN,,,,,1.0,Convenience store with or without gas,2013.0,,0,1,1.0,Minnesota,Convenience,0.01627462957540361,0.01035974000451218,0.007931286588875265,0.01653173128162664,0.012787062412049327,0.005896231242580158,0.0054149140354754375
9207,"tall pine liquor, inc.",MN,,,,,1.0,"Beer, wine, liquor store",2013.0,,0,1,1.0,Minnesota,"Beer,",0.002989046569642735,0.005734692906644216,0.01707883667357533,0.004814490853363292,0.0041040972278468,0.0022894239949311293,0.0025885608454603135
9208,walmart supercenter ,MN,,,,,1.0,Mass merchandiser,2014.0,,0,1,1.0,Minnesota,Mass,0.007788436566361742,0.0,0.009646965134819066,0.09702222993324332,0.024053972720650626,0.011907830349917778,0.0
9209,walmart supercenter ,MN,0.0,1.0,0.0,1.0,,Grocery store ,2016.0,1.0,0,1,1.0,Minnesota,Grocery,0.007788436566361742,0.0,0.009646965134819066,0.09702222993324332,0.024053972720650626,0.011907830349917778,0.0
9210,walgreen co. walgreens ,MN,,,,,1.0,Drug store or pharmacy ,2014.0,,0,1,1.0,Minnesota,Drug,0.005947926493612056,0.0669263923766123,0.005913700474551315,0.017913444040118572,0.005587775831137661,0.0,0.003703529323207873
9211,woodland foods,MN,,,,,1.0,Grocery store ,2013.0,,0,1,1.0,Minnesota,Grocery,0.010238319126766182,0.007855621094376439,0.015088838040641343,0.009480487927094317,0.025269044729165736,0.007950979501574884,0.00776568253638094
9212,"64 stop, inc",MN,0.0,0.0,0.0,0.0,,Convenience store with or without gas,2016.0,1.0,0,1,1.0,Minnesota,Convenience,0.009754815131495844,0.00926941233934274,0.005351987166339761,0.008521340989999016,0.005174774715196196,0.004622012992316385,0.0064985322694455505
9213,anchorage inn,MN,,,,,1.0,Convenience store with or without gas,2014.0,,0,1,1.0,Minnesota,Convenience,0.006098300516667831,0.0,0.017219231893237683,0.0,0.0,0.011687968723373533,0.007407058646415746
9214,anchorage inn,MN,0.0,0.0,1.0,0.0,,"Beer, wine, liquor store",2016.0,1.0,0,1,1.0,Minnesota,"Beer,",0.006098300516667831,0.0,0.017219231893237683,0.0,0.0,0.011687968723373533,0.007407058646415746
9215,anderson's grand vu lodge,MN,0.0,0.0,1.0,0.0,,Other store type not listed,2016.0,1.0,0,1,1.0,Minnesota,Other,0.003214988461078984,0.0,0.0034126834050181073,0.0,0.0013215646608453495,0.016952623774662688,0.0012773798442441574
9216,bar harbor supper club,MN,0.0,0.0,1.0,0.0,,"Beer, wine, liquor store",2016.0,1.0,0,1,,Minnesota,"Beer,",0.0018835260528859005,0.0,0.01951098229133518,0.006816596610457396,0.0018699744573388087,0.01393208221317206,0.003479796378280738
9217,corner store,MN,,,,,1.0,Convenience store with or without gas,2014.0,,0,1,1.0,Minnesota,Convenience,0.020010231598315276,0.02071948000902436,0.0196893823264586,0.038880570567306115,0.027093084625589525,0.019104864114521437,0.010829828070950875
